Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,"    The attention-seeking Archbishop Cordileone who banned Pelosi from communion also refused to disclose dozens of known pedophile priests names, failing to protect the public from them.",
,,,Republican,,,    https://www.andersonadvocates.com/press-event/survivors-and-advocates-blast-archbishop-for-his-refusal-to-disclose-dozens-of-predator-priests-2/,
,,,Republican,,,"    Anti-Gay, anti-abortion Pastor John Lowe of New Life church confessed to adultery, but the woman came forward and clarified that she was a child of 16 when he began sexially assaulting her. The church embraced the pastor",
,,,Republican,,,    https://onlysky.media/hemant-mehta/church-embraces-pastor-who-admits-to-affair-despite-victim-saying-she-was-16/,
,,,Republican,,,"    Ronnie Floyd, Trump lover and Arkansas pastor was the Executive Committee Chief of the Southern Baptist Convenion, not because he was angry that they were covering up sexual assault, child molesting, and more, but because they voted to waive attorney-client privilege to allow the investigation to go forward. Enabler in Chief.",
,,,Republican,,,    https://www.baptiststandard.com/news/baptists/ronnie-floyd-resigns-as-sbc-executive-committee-chief/,
,,,Republican,,,"    Holyoke City Councilor Wilmer “Will” Puello-Mota, who was endorsed by the conservative “A Better Holyoke” and not by the liberal “Forward/Palante” pac, was arrested for child pornography",
,,,Republican,,,    https://www.gazettenet.com/Holyoke-City-Councilor-Wilmer-Will-Puello-accused-of-child-pornography-possession-held-without-bail-46394975,
,,,Republican,,,    https://www.masslive.com/news/2022/09/ward-2-councilor-wilmer-puello-mota-expelled-from-holyoke-city-council.html,
,,,Republican,,,"    Patrick Trowbridge, former Rockwall, TX, city councilor was sentenced to 120 months for child pornography",
,,,Republican,,,    https://therockwalltimes.com/news/2022/05/23/former-rockwall-city-councilman-sentenced-to-120-months-on-child-pornography-charge/,
,,,Republican,,,"    Travis Bauer, former aide to Oklahoma GOP Gov. Mary Fallin was accused of took photos up a woman’s skirt during a meeting.",
,,,Republican,,,    https://www.koco.com/article/woman-accusing-former-governor-s-aide-of-taking-up-skirt-pictures-speaks-out/13762810,
,,,Republican,,,"    Tony Cutler, unsuccessful Republican primary candidate for Michigan legislature in 2020, was charged with criminal sexual conduct.",
,,,Republican,,,    https://lansing.legalexaminer.com/legal/tony-cutler-former-candidate-for-michigan-state-congress-and-public-school-teacher-arrested-for-criminal-sexual-conduct-of-a-minor/,
,,,Republican,,,    Registered Republican Pastor John William Lovelace was arrested for child sexual abuse involving a child under 15,
,,,Republican,,,    https://www.blackhillsfox.com/2022/05/05/sheriff-66-year-old-pastor-arrested-child-sexual-abuse-charges-involving-minor-under-15/,
,,,Republican,,,"    Matthew Chappell, a candidate in the VA Republican primary, was fired from his former job as a police officer for sharing nude photos,using state database to track a woman, and requesting sex acts on duty",
,,,Republican,,,    https://www.nbcwashington.com/news/local/virginia-congressional-candidate-denies-sexual-misconduct-allegations/3045003/,
,,,Republican,,,"    Jimmy Ray Neal,.Republican County Commissioner in Putnam County, has been charged with possession, receipt, & distribution of child porn. He was admin of child porn group on kik",
,,,Republican,,,    https://onthehill.tnjournal.net/putnam-county-commissioner-arrested-on-child-porn-charges/,
,,,Republican,,,"    Scott Huse, former United Pentacostal pastor was charged with 12 felony counts of child sexual assault from his time at Apostolic Worship Center and Evergreen Christian Academy,",
,,,Republican,,,    https://www.antigojournal.com/news/crime/father-son-face-multiple-child-sexual-assault-charges/article_c8d9984e-e1ec-11ec-a359-67000a3d21da.html,
,,,Republican,,,"    Travis Huse, former United Pentacostal pastor was charge with 31 charges of child sexual assault and child enticement during his time at Apostolic Worship Center and Evergreen Christian Academy.",
,,,Republican,,,    https://deadstate.org/father-and-son-christian-pastors-arrested-and-charged-with-sexual-assault-on-a-child/,
,,,Republican,,,"    If you’re a rapist, you can rest easy with Republican Judge Jeffrey Cashe of Louisiana. He not only gave a rapist full custody of the daugher from that rape, he ordered the rape victim to pay child support. Why did she lose custody? She gave her teen daughter a cell phone.",
,,,Republican,,,,
,,,Republican,,,    https://www.wbrz.com/news/investigative-unit-rape-victim-ordered-to-pay-her-abuser-child-support/,
,,,Republican,,,"    Former Greenville, SC, Radiant Life Youth Pastor Shane Richardson was convicted in Pennsylvania was convicted of child sex abuse.",
,,,Republican,,,    https://www.pennlive.com/news/2022/06/former-youth-pastor-convicted-of-child-sex-abuse-charges-da.html,
,,,Republican,,,"    David A. Walker ex-youth pastor at the anti-gay  sentenced to four years in prison for sexually abusing a young girl since she was 14 until she was 17. His wife, Anna, also pleaded guilty to one count of child sex abuse.",
,,,Republican,,,    https://www.cleveland.com/court-justice/2022/05/ex-north-olmsted-youth-pastor-who-sexually-abused-teenage-girl-gasps-as-judge-sentences-him-to-prison.html,
,,,Republican,,,"    Kevin Madden, Youth Pastor in Arkansas, has been accused of sending nude photographs of himself to a minor and requesting minor send him photos",
,,,Republican,,,    https://www.riverfronttimes.com/news/when-federal-investigators-busted-jeffrey-greenwell-outside-st-louis-they-hit-the-kiddie-porn-jackpot-2497157,
,,,Republican,,,"    Matthew McIlravy, recently elected Mayor of Pilot Point, TX, a prayer group leader who is said to be a big Gov. Abbott supporter, was arrested for soliciting a minor. Ongoing investigation to see if there are more cases.",
,,,Republican,,,    https://amp.star-telegram.com/news/local/crime/article262846268.html,
,,,Republican,,,"    When a 15yo boy had sex with a 13yo girl at Falls Creek Baptist Bible camp where he worked as director of youth programming, Senator James Lankford (OK) said in a deposition that 13-year-olds are old enough to consent to sex, .",
,,,Republican,,,    https://apnews.com/article/2022-midterm-elections-sexual-abuse-by-clergy-oklahoma-city-7c198e08793337f620e26f2cfcbb7c0f,
,,,Republican,,,"    Phillip Gunn, Speaked of the House in Mississippi, says 12-year-olds raped by their fathers must be forced to bear those children. What about when they are raped by their pastor? Gunn is accused of helping to cover up the sexual molestation of young boys by a former music minister, James Langworthy.",
,,,Republican,,,    https://mississippitoday.org/2022/05/24/philip-gunn-southern-baptist-convention-scandal/,
,,,Republican,,,"    Michigan Republican primary candidate for governor, Kevin Rinke, was sued for discrimination and sexual harassment by several employees at his auto dealership. Standard harassment fare, though sayin he had “golden genitals” does stand out.",
,,,Republican,,,    https://apnews.com/article/abortion-2022-midterm-elections-covid-entertainment-health-e7dc780b9b5c2edb02ba5af0eff8bd3d?taid=62c75fd2db37ee0001226a08&utm_campaign,
,,,Republican,,,"    Richard Fritz, the elected Republican state’s attorney (DA) in St. Mary’s County, Maryland was convicted in a gang rape which he described as doing what comes naturally. Seriously, this guy is a piece of work. Corrupt, incompetent, and still elected despite everyone knowing this. https://defector.com/meet-richard-fritz-americas-most-unelectable-elected-official/",
,,,Republican,,,"    Vince McMahon, Trump’s good friend and former WWE leader and wife of Linda McMahon (Trump admin SBA head) paid $12 million in sexual harassment/misconduct settlements",
,,,Republican,,,    https://www.wsj.com/articles/wwes-vince-mcmahon-agreed-to-pay-12-million-in-hush-money-to-four-women-11657289742?mod=djemalertNEWS,
,,,Republican,,,"    Kevin Smith, GOP primary candidate for US Senate (NH), was accused of retaliating against a woman who filed a sexual harassment complaint, failing to protect employees. Called subordinate porkchop. Case was settled.",
,,,Republican,,,    https://www.huffpost.com/entry/kevin-smith-senate-new-hampshire_n_62c850e2e4b02e0ac913a7cc,
,,,Republican,,,"    Jonathan Hernandez, Chairman of the Oklahoma College Republicans was arrested for sex acts with a minor.",
,,,Republican,,,    https://www.news-journal.com/chairman-of-oklahoma-college-republicans-arrested-on-charges-alleging-sex-acts-with-minor/article_f2f4942b-43df-5b14-a4ab-40ab25ee03a4.html,
,,,Republican,,,"    Joel Sartori, assistant treasurer and custodian of records for NY Republican Carl Paladino’s congressional campaign, was convicted of possessing and promoting child pornography",
,,,Republican,,,    https://nypost.com/2022/07/13/carl-paladino-has-convicted-pedophile-on-campaign-staff/,
,,,Republican,,,"    Eric Carlson, a Republican candidate in the 1st Congressional District race in Illinois, was convicted of criminal sexual assault in 1995, He served six of the twelve years he was sentenced to. https://patch.com/illinois/lemont/lemont-man-running-congress-has-1995-sexual-assault-conviction",
,,,Republican,,,"    NC Congressman Greg Murphy denied rape even exists, tweeting “No one forces anyone to have sex.”",
,,,Republican,,,    https://www.wral.com/no-one-forces-anyone-to-have-sex-nc-congressman-greg-murphy-falsely-claims-after-roe-decision/20351629/,
,,,Republican,,,"    Kansas Republican gubernatorial candidate Arlyn Briggs sheltered a stalking suspect from police, going so far as to call the police department with a threat to shoot them if they tried anything.",
,,,Republican,,,    https://kansasreflector.com/2022/06/27/kansas-gop-governor-candidate-arrested-on-felony-charge-plunges-ahead-with-campaign/,
,,,Republican,,,"    Kendall Kippen, WA) a conservative youth pastor and Ben Shapiro fan, has been indicted with two counts of child rape for abusing a young girl. Someone called police to report the abuse because they believed the church was trying to cover it up.",
,,,Republican,,,    https://www.heraldnet.com/news/arlington-youth-pastor-charged-with-child-rape/,
,,,Republican,,,"    Peter van Vliet, appointed to replace another Republican commissioner in Havelock, NC. He pleaded guilty to 12 counts of sexual exploitation of a minor for possession of child pornography.",
,,,Republican,,,    https://www.newbernsj.com/story/news/crime/2020/09/01/van-vliet-sentenced-resignation-accepted-by-havelock-board/113643628/,
,,,Republican,,,"    Ohio Attorney General Dave Yost, Republican, claimed that the 10-year-old girl who was raped and traveled to Indiana for an abortion was a hoax. “""I know our prosecutors and cops in this state — there’s not one of them that wouldn’t be turning over every rock in their jurisdiction if they had the slightest of hint that this occurred there”",
,,,Republican,,,    https://www.yahoo.com/news/top-republican-cast-doubt-rape-203112978.html,
,,,Republican,,,"    Ted Haggard, who was not on the list before because his scandal involved consenting adults, has now been accused of inappropriately touching a minor.",
,,,Republican,,,    https://denvergazette.com/premium/powerhouse-preacher-ted-haggard-faces-new-allegations-of-illicit-behavior/article_dfdd394b-185c-5345-8f4e-b5ae80aa3d36.html,
,,,Republican,,,    January 6th insurrectionist Gavin Crowl was named by Brandon Straka in his cooperation agreement and identified by another insurrectionist in an Epoch Times story I will not provide a link to. He is also a registered sex offender for sexually assaulting a 13-year-old girl. He got probation.,
,,,Republican,,,    https://journalstar.com/news/local/crime-and-courts/judge-gives-lincoln-man-probation-for-sex-offense/article_4580a21f-d8e7-5e8f-a648-adcd7cc04224.html,
,,,Republican,,,,
,,,Republican,,,,
,,,Republican,,,    https://www.klkntv.com/lincoln-man-convicted-of-assaulting-13-year-old/,
,,,Republican,,,"    Matthew Leveridge (R) while state’s attorney had sex with someone he was prosecuting, offering her a diversion program but rescinding it when she told his wife. He also had an affair with a juror. So now he’s running to be a circuit judge.",
,,,Republican,,,,
,,,Republican,,,    https://www.thedailybeast.com/matthew-leveridge-kentucky-prosecutor-who-got-defendant-pregnant-and-had-affair-with-juror-running-for-judge?ref=home,
,,,Republican,,,"    Joshua Clemons, a former youth pastor, has been charged with the sexual abuse of three minors.",
,,,Republican,,,,
,,,Republican,,,    https://kdvr.com/news/local/former-youth-pastor-in-parker-charged-with-sexual-abuse-of-3-underage-girls/,
,,,Republican,,,"    Ryan White AKA Jon McGreevey, was arrested for making a false report of child trafficking, allegedly motivated by partisan politics",
,,,Republican,,,    https://harfordsheriff.org/news/releases/senate-candidate-arrested-charged-with-false-report/,
,,,Republican,,,    Republican Mayor Dale Berry was arrested for domestic violence. He admits hitting his wife. Has no plans to resign.,
,,,Republican,,,    https://www.wdam.com/2022/08/06/magee-mayor-arrested-bonds-out-after-wife-files-assault-charges/,
,,,Republican,,,    Republican school board candidate Joshua Schopp was arrested for inappropriately sexting with a minor. Indecent behavior with juveniles and computer-aided solicitation of a minor are a couple of the multiple charges. https://www.wafb.com/2022/08/17/school-board-candidate-accused-inappropriately-messaging-minor-snapchat/,
,,,Republican,,,"    Alejandro Richard Velasquez Gomez has been accused of possessing child sexual exploitation media and soliciting a minor (14), two crimes discovered when he was arrested for terroristic threats in an internecine alt-right conflict with TPUSA.",
,,,Republican,,,    https://www.thedailybeast.com/incel-and-nick-fuentes-fan-alejandro-richard-velasquez-gomez-threatened-attack-on-tpusa-event-feds-say,
,,,Republican,,,"    Gary Busey, celebrity Trump-supporter, was arrested and charged wtih 2counts of fourth-degree criminal sexual contact, 1count of criminal attempt/criminal sexual contact and one count of harassment.",
,,,Republican,,,    https://www.cnn.com/2022/08/20/entertainment/gary-busey-sex-offense-charge/index.html,
,,,Republican,,,"    This is an old one but a real warning. Edgar Smith murdered a 15-year-old girl, biting her breasts before killing her. The famed conservative and founder of the National Review was certain no conservative supporter could be a murderer and lobbied for his release in 1971. In 1976, he stabbed a woman who got away.",
,,,Republican,,,    https://en.wikipedia.org/wiki/Edgar_Smith_(murderer),
,,,Republican,,,"    Former AL state representative and 2016 Donald Trump Alabama campaign cochair Perry Hooper has been arrested for felony sex abuse. Charges were dropped when victim refused to testify. Hooper apologized. The assault happened, but she did not want to prosecute him. ““I would like to express my sincerest apologies to Elizabeth Daly. On August 16, 2022, Miss Daly was assisting my friend and me, as a hostess where we were dining. I was wrong and I take full responsibility for my actions. Miss Daly is an exemplary person and my behavior was unacceptable. I hope she will accept this apology for my regrettable conduct,” Hooper’s statement read.",
,,,Republican,,,    https://www.al.com/news/2022/08/perry-hooper-jr-former-alabama-lawmaker-charged-with-sex-abuse-in-montgomery.html,
,,,Republican,,,    https://1819news.com/news/item/circuit-judge-drops-sexual-abuse-case-against-perry-hooper-jr,
,,,Republican,,,    https://www.wtvy.com/2022/12/06/i-take-full-responsibility-perry-hooper-jr-says-after-dismissal-sex-abuse-charge/,
,,,Republican,,,"    While there are no allegations against former TN state representative Barry Doss who recently lost his GOP primary, he said something that captures why so many people feel safe to prey on children and other victims claiming everyone has history, There’s a lot more people that have molested people than you’re letting on - are we gonna kick em all out?”  ",
,,,Republican,,,    https://www.tennessean.com/story/news/politics/2019/07/03/tennessee-rep-david-byrd-ashamed-his-past-amid-sex-assault-allegations/1634269001/,
,,,Republican,,,    Luke Bowen of Texas Right-to-Life who also was a volunteer blogger for the Texas GOP has been arrested for soliciting a minor.,
,,,Republican,,,    https://jessica.substack.com/p/anti-choice-leader-arrested-for-solicitation,
,,,Republican,,,    https://livingbluetx.com/2022/08/texas-right-to-life/?cn-reloaded=1,
,,,Republican,,,    https://www.currentrevolt.com/p/texas-right-to-life-political-director?sd=pf&triedSigningIn=true,
,,,Republican,,,"    Jack Murphy, founder of The Liminal Order, a secret men’s rights network, said feminists need to be raped and that he volunteered for the job. He’s recently been kicked off most social media sites for promoting hate.",
,,,Republican,,,    https://crooksandliars.com/2018/01/dc-charter-school-board-official-exposed,
,,,Republican,,,"    Tudor Dixon, who is the Republican nominee for governor in Michigan, said forcing women to bear their rapist’s child is “healing” for women.",
,,,Republican,,,    https://www.businessinsider.com/michigan-gop-governor-candidate-said-having-baby-healing-rape-victims-2022-8,
,,,Republican,,,"    WV state senator Robert Karnes argued against abortions for child rape victims saying they romanticize their rapiest, they believe they’re in a relationship and see them as their boyfriend.",
,,,Republican,,,    https://www.dailykos.com/stories/2022/8/2/2114070/-West-Virginia-senator-says-victims-of-child-rape-romanticize-abusers-see-them-as-boyfriends,
,,,Republican,,,"    Keenan Hord who served as a youth pastor at two non-affirming Baptist churches, one of which (FBC Bentonville) has a deacon who has led several campaigns against Arkansas gays, was arrested for sexual assault, sexual indecency with a child, possessiong child sexual exploitation material - with potentially 30 victimes according to prosecutors.",
,,,Republican,,,    https://www.4029tv.com/article/keenan-hord-former-youth-pastor-arrested/41002109,
,,,Republican,,,"    Arizona Republican candidate for Superintendent of Public Instruction Tom Horne didn’t just hire David Stringer #363 to work for him, when he was questioned about having someone accused of raping children on his staff, he lied and said Stringer was proven innocent.",
,,,Republican,,,    https://www.azfamily.com/2022/08/26/az-head-schools-candidate-defends-disgraced-ex-lawmaker-working-his-campaign/,
,,,Republican,,,"    Julio Sandoval, Dean of Agape Christian School and frequent donor to GOP has been indicted for trafficking children, literally kidnapping them and taking them to “Christian boarding schools” such as the infamous Agape school where children were sexually abused.",
,,,Republican,,,    https://www.kansascity.com/news/state/missouri/article265246901.html,
,,,Republican,,,    https://www.opensecrets.org/donor-lookup/results?name=Julio+Sandoval&cycle=&state=MO&zip=&employ=&jurisdiction=&cand=&type=,
,,,Republican,,,"    As Attorney General, Republican Eric Schmitt received several leads revealing trafficking, rape, and enslavement at Agape School with the aid of Missouri Police and ignored them. For more detail, see this thread",
,,,Republican,,,    https://twitter.com/ericgarland/status/1565783544005332993?s=20&t=NldDEelFHIKgr_G739RJvw,
,,,Republican,,,    Missouri Governor Mike Parsons has done nothing to shut down the infamous Agape Christian School. That children are tortured and abused there has been an open secret for at least 20 years,
,,,Republican,,,    https://docs.google.com/document/d/1KAEtQqma1f2-qnzJxeWRXPcv9xNkFuz9WmxyIZvC5lY/pub,
,,,Republican,,,"    Rev. Chuck Phelps made a 15-year-old rape victim apologize to the church and protected the 39-year-old rapist who remained a member of the church for another 7 years. Trinity Baptist Church, Concord NH.",
,,,Republican,,,    https://en.wikipedia.org/wiki/Trinity_Baptist_Church_sex_scandal,
,,,Republican,,,    https://web.archive.org/web/20101226001635/http://www.concordmonitor.com/article/man-accused-in-rape-admitted-paternity,
,,,Republican,,,"    Jonathan Young, Sunday School teacher and Republican has been sentenced to 87 years for raping children.",
,,,Republican,,,,
,,,Republican,,,    https://www.wral.com/sunday-school-teacher-found-guilty-raping-girls-benson-church-sentenced-87-years/20439155/,
,,,Republican,,,"    Carl Johnson, formerly a Republican mayor and an LDS Bishop, has been arrested for child molestation. He immediately confessed to police, claiming it was a compulsion and admitting he assaulted six children, one just two years old",
,,,Republican,,,,
,,,Republican,,,    https://www.sltrib.com/news/2022/09/08/former-utah-mayor-lds-bishop/,
,,,Republican,,,"    John Flores, a pastor at the anti-gay, arch-conservative Calvary Chapel in Costa Mesa, was convicted of molesting a 15-year-old girl, the daughter of another pastor.",
,,,Republican,,,    https://www.latimes.com/archives/la-xpm-2003-aug-22-me-ocbriefs22.4-story.html,
,,,Republican,,,    https://www.christianitytoday.com/ct/2007/march/7.53.html,
,,,Republican,,,"    Anthony Iglesias, youth pastor in one of the churches in the Calvary Chapel network, was convicted of molesting two young boys in Idaho. Two other men sued the church for knowingly employing a pedophile and covering it up, leading to them being molested by him.",
,,,Republican,,,    https://www.spokesman.com/stories/2011/apr/16/churches-protected-predator-suit-says/,
,,,Republican,,,"    John Grant, pastor of the conservative, anti-gay Calvary Gospel church learned of child’s abuse by one of the youth pastors from her letters to a pen pal, so he called her and her mother in to threaten them into silence.",
,,,Republican,,,    He continues to be highly honored by the church organization https://oof.upci.org/minister-bio/john-grant,
,,,Republican,,,    https://blogs.spiritualabuse.org/2020/07/18/another-woman-from-calvary-gospel-church-comes-forward/,
,,,Republican,,,"    Glen Uselmann, youth pastor of Calvary Gospel, groomed and raped a child under the age of 13 and continued to abuse her until she was 18 when he married her. She freed herself and brought charges. He was found guilty in July 2022",
,,,Republican,,,    https://www.wkow.com/news/man-convicted-of-sexually-assaulting-child-released-on-bond-ahead-of-sentencing/article_484ea364-1760-11ed-951c-ab961eb67ef2.html,
,,,Republican,,,"    Gary Lee Bell, a retired assistant attorney general from the Utah Attorney General's Office where he worked in the Child Protection Division, has been arrested for 6 counts of sexual exploitation of a minor. The images uploaded appeared to children under the age of 10.",
,,,Republican,,,,
,,,Republican,,,    https://www.ksl.com/article/50463801/former-attorney-for-ags-child-protection-division-arrested-in-child-porn-investigation,
,,,Republican,,,"    Shreveport, LA, Republican majoral candidate Melvin Slack accused of sexual harassment.",
,,,Republican,,,    https://www.shreveporttimes.com/story/news/2022/08/22/shreveport-gop-mayoral-candidate-hit-temporary-restraining-order/7870343001/,
,,,Republican,,,"    Peter Thiel, huge GOP donor, has called date rape “belated regret” denying it is real. He has since apologized",
,,,Republican,,,    https://www.theguardian.com/technology/2016/oct/21/peter-thiel-support-donald-trump-date-rape-book,
,,,Republican,,,"    David Wayne Farren, youth pastor at the anti-gay Heritage Church in Texarkana, raped three teenage girls. Pleaded guilty. Sentenced to 15 years.",
,,,Republican,,,    https://txktoday.com/arkansas-news/pastor-sentenced-15-years-sexual-abuse-teen-girls/,
,,,Republican,,,"    Joe Lonsdale, Tech Millionaire & GOP donor was accused or rape, sexual and emotional abuse by a woman who was his mentee at Stanford.",
,,,Republican,,,    https://www.nytimes.com/2015/02/15/magazine/the-stanford-undergraduate-and-the-mentor.html,
,,,Republican,,,    Clark County Sheriff Jamey Noel is a member of the seditious Oathkeepers and also the sheriff whose alleged negligence allowed male prisoners access to the women’s part of the jail resulting in 28 women reporting they were raped.,
,,,Republican,,,    https://www.wishtv.com/news/i-team-8/calls-for-clark-county-sheriff-resignation-after-28-alleged-jail-assaults/,
,,,Republican,,,"    Frequent Republican candidate Billy Oswald has been sued by a former employee for sexual harassment, including groping and being yelled out for refusing hsi overtures. He had sex with clients and tenants (abuse of power) while in the office while his employees were there and could hear.",
,,,Republican,,,    https://www.postandcourier.com/columbia/news/midlands-lawyer-harassed-employees-had-sex-with-prostitutes-in-office-lawsuit-alleges/article_be58969c-3375-11ed-a202-73ca65062c0e.html,
,,,Republican,,,"    Clay Travis is a conservative radio talk show host who is known for his racist and sexist commentary said there is no age of consent for looking, suggesting it’s perfectly okay to sexually objectify children.",
,,,Republican,,,,
,,,Republican,,,    Link to Google Book,
,,,Republican,,,"    Clifford James Neesmith, the chairman of the Port Wentworth Planning Commission and was the past chairman for the Port Wentworth Chamber of Commerce. Was arrested and charged with possession child pornography",
,,,Republican,,,    https://news.yahoo.com/port-wentworth-planning-commission-chairman-182522594.html,
,,,Republican,,,    Jason Musselman was charged with sexual exploitation/child porn.He’s charged with persuading two minors to engage in sex activites that he recorded,
,,,Republican,,,    https://westcentralreporter.com/stories/511109332-toulon-township-2017-consolidated-general-election-results,
,,,Republican,,,    https://www.centralillinoisproud.com/news/local-news/musselman-pleads-not-guilty-to-sexual-exploitation-child-porn-charges/,
,,,Republican,,,"    Jorge Ariel Benavides raped a special needs woman, threatened her with placement in a mental institution.",
,,,Republican,,,    https://lawandcrime.com/crime/texas-pastor-raped-special-needs-woman-on-church-property-threatened-to-have-her-placed-in-a-mental-institution-sheriff/,
,,,Republican,,,    Promoted this conspiracist https://www.youtube.com/watch?v=iZ4C-Sfv7mE,
,,,Republican,,,"    Darrin Rice, a former Free Will Baptist pastor (anti-gay) and girl’s basketball coach in Kentucky, has been arrested for sexual abuse, rape and sodomy against a minor",
,,,Republican,,,    https://www.paintsvilleherald.com/news/former-jchs-girls-basketball-coach-arrested-on-rape-sodomy-sexual-abuse-charges/article_5e6a927c-39eb-11ed-8fd5-b7fbf2ed7986.html,
,,,Republican,,,"    Aron Peña, who was on Republican Rep. Mayra Flores staff, resigned after it was reported that he has a long history of sexual harassment complaints against him",
,,,Republican,,,    https://www.texastribune.org/2022/09/24/mayra-flores-aron-pena-sexual-harassment/,
,,,Republican,,,    Republican State Senate candidate Dave Estenson accused of sexual misconduct and abuse of power while serving as police officer - Wisconsin,
,,,Republican,,,    https://www.trempcountytimes.com/news/local-senate-candidate-accused-misconduct-while-working-police-office,
,,,Republican,,,    Utah Republican State Rep. Merrill F. Nelson told Mormon bishops to not report a confession of sexual abuse of children by their father. This allowed the abuse to continue for several more years.,
,,,Republican,,,    https://apnews.com/article/religion-lawsuits-utah-sexual-abuse-by-clergy-government-and-politics-9f1607f4d308248ebf12dc32f70376ec,
,,,Republican,,,"    Rep. Vito Barbieri wrote a letter on his legislative letterhead defending fellow Idaho Republican von Ehlinger (#671) and his good character. Except for that silly rape conviction, of course. https://mobile.twitter.com/Cajsa/status/1387486444550168577",
,,,Republican,,,    https://www.boisestatepublicradio.org/politics-government/2022-09-16/2-idaho-republicans-sent-a-judge-letters-of-support-for-convicted-rapist,
,,,Republican,,,"    Rep. Mike Kingsley wrote a letter on his legislative letterhead defending fellow Idaho Republican von Ehlinger (#671) and his good character. Except for that silly rape conviction, of course. https://mobile.twitter.com/Cajsa/status/1387486444550168577",
,,,Republican,,,    https://www.boisestatepublicradio.org/politics-government/2022-09-16/2-idaho-republicans-sent-a-judge-letters-of-support-for-convicted-rapist,
,,,Republican,,,"    Doug Wilson, leader of Christ Church in Moscow, ID, preached men have the right to rape their wives. He helped found a network of churches where his deep hatred of women is spread.",
,,,Republican,,,    https://www.vice.com/en/article/m7ezwx/inside-the-church-that-preaches-wives-need-to-be-led-with-a-firm-hand,
,,,Republican,,,"    Scott Ritter, former weapons inspector, who remained a Republican despite opposing the Bush War in Iraq. Arrested twice in an online sting looking for pedophiles. The first was dismissed. Rather than learning his lesson, he did it again. Found guilty, served two years in prison",
,,,Republican,,,    https://www.theguardian.com/world/2011/apr/15/former-un-weapons-inspector-online-sex,
,,,Republican,,,"    Elijah Schaffer, insurrectionist and conservative podcaster, has been fired after being accused of sexually assaulting a coworker. He was accused of groping a colleague’s breasts at a film premiere. This happened in August, was investigated, and he was fired is September.",
,,,Republican,,,    https://www.thedailybeast.com/conservative-pundit-elijah-schaffer-fired-from-the-blaze-after-sexual-assault-accusation,
,,,Republican,,,"    Angie Woodward, Trump supporter and owner of Trinity Teen Solutions, is alleged to run an abusive camp that uses forced labor and abusive punishments for which there is an ongoing investigation and a lawsuit from survivors",
,,,Republican,,,    https://www.nbcnews.com/news/us-news/wyoming-christian-troubled-teen-ranches-abuse-rcna46112,
,,,Republican,,,    https://www.nbcnews.com/news/us-news/trinity-teen-solutions-wyoming-ranch-closes-abuse-allegations-rcna50762,
,,,Republican,,,    https://www.nbcnews.com/news/us-news/wyoming-christian-troubled-teen-ranches-abuse-rcna46112,
,,,Republican,,,"    James Hargis had sex with students at the college while he was President of American Christian College in Tulsa. He married a couple. On honeymoon, they discover both had slept with Hargis. “Noebel was told that Hargis justified his homosexual acts by citing the Old Testament friendship between David and Jonathan and threatened to blacklist the youths for life if they talked.” “s for their parents, one father, who reports that his son's three-year involvement with Hargis began at age 15 or 16, wept as he said, ""I will forgive him his sins because God's Word tells me what I must do, but I will never forget his acts against my son.""",
,,,Republican,,,"    https://content.time.com/time/subscriber/article/0,33009,918027,00.html",
,,,Republican,,,    https://strublog.wordpress.com/2013/07/02/billy-james-hargis-and-the-bible-made-me-gay-defense/,
,,,Republican,,,    Texas AG Ken Paxton bungled the prosecution of a sex trafficking ring,
,,,Republican,,,    https://www.houstonchronicle.com/opinion/editorials/article/Editorial-Hey-QAnon-Texas-had-an-actual-17492470.php ,
,,,Republican,,,"    Wisconsin gubernatorial candidate Tim Michels and his brother owned a nationwide construction company sued the company for sexua assault,l harassment, racist hostility, and a hostile work environment. The company settled the various suits & employees signed NDAs",
,,,Republican,,,    https://www.cbs58.com/news/gop-governor-candidate-michels-construction-company-faced-series-of-sexual-harassment-racial-discrimination-allegations,
,,,Republican,,,"    Diego Morales, Indiana Secretary of State candidate, has been accused by two Republican women of sexually harassing them and forcibly kissing them without consent. They went to state GOP leaders to try to handle in-house.",
,,,Republican,,,    https://indianacapitalchronicle.com/2022/10/04/could-morales-allegations-affect-secretary-of-states-race/,
,,,Republican,,,    https://www.yahoo.com/now/republican-woman-feels-betrayed-gop-090706214.html,
,,,Republican,,,"    Randy Kaufman, a Republican candidate for the Maricopa County Community College Governing Board, was arrested for public indecency (masturbating) in his vehicle in the college parking lot near a childcare center.",
,,,Republican,,,    https://www.12news.com/article/news/crime/gop-candidate-maricopa-college-board-arrested-charge-of-public-sexual-indecency-randy-kaufman/75-add261c3-7948-4503-ab42-7351c5c283cd,
,,,Republican,,,"    Daniel Montague Acker Jr., youth pastor at the anti-gay Westwood Baptist Church in Alabama, molested 21 children in his career as a teacher. He was sentenced to 17 years.",
,,,Republican,,,    https://baptistnews.com/article/former-youth-pastor-teacher-charged-with-molestation/#.W3O5vM5KgdU,
,,,Republican,,,    John W Adams was the pastor of the anti-gay Calvary Freewill Baptist Church. He pled guilty to possessing child pornography. He got probation. https://www.10tv.com/article/news/ex-pastor-pleads-guilty-pandering-child-porn/530-6b6ffa3d-681c-4c46-8987-fcbec425a451,
